genes,symbol,average_foldchange,UCS,THYM,BRCA,LGG,THCA,UVM,LIHC,KIRP,PCPG,BLCA,CESC,SARC,GBM,HNSC,ACC,UCEC,PAAD,COAD,Description,Protein Functions (ChatGPT),Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000161920.11,MED11,0.872495384,2.495891044,0.928701768,0.920460341,1.07515807,0.867698464,0.074781913,1.177458649,0.394753719,1.633140309,0.691644656,0.598838374,0.953372181,0.878442746,0.903157596,0.554522249,0.349073788,0.649279939,0.558541099,mediator complex subunit 11,MED11 is a gene that encodes a protein that is a part of the Mediator complex. This complex acts as a coactivator for DNA-binding factors that activate transcription through RNA polymerase II. The Mediator complex is essential for the regulation of gene expression and plays a crucial role in various cellular processes. Mutations in MED11 have been associated with developmental disorders and intellectual disabilities. The protein encoded by MED11 is involved in the regulation of gene expression and is essential for normal cellular function.,"There is limited information available on targeted drug discovery efforts for MED11, as it is primarily associated with developmental disorders and intellectual disabilities. However, research on the Mediator complex as a whole has identified potential therapeutic targets for cancer and other diseases. For example, CDK8, a component of the Mediator complex, has been targeted for cancer therapy with small molecule inhibitors. Additionally, MED12, another component of the complex, has been implicated in uterine fibroids and targeted with a selective estrogen receptor modulator. Currently, there are no drugs on the market specifically targeting MED11, but further research on the Mediator complex may lead to the development of novel therapies for a range of diseases.","GO:0032968 positive regulation of transcription elongation by RNA polymerase II;GO:0032786 positive regulation of DNA-templated transcription, elongation;GO:0051123 RNA polymerase II preinitiation complex assembly",,Predicted intracellular proteins,Nuclear bodies;Nucleoplasm (Approved),,,
ENSG00000204315.4,FKBPL,0.873758338,0.397273278,1.527846741,1.280371934,1.134704342,1.078331345,1.159004273,0.832462878,0.675834135,0.77635643,0.781370927,0.872439886,0.448929301,1.029533281,1.380309975,0.252141661,1.024691388,0.74825791,0.327790406,FKBP prolyl isomerase like,"The human gene FKBPL encodes a protein that is similar to the immunophilin protein family. This protein is involved in immunoregulation, protein folding, and trafficking. It is believed to have a potential role in induced radioresistance and may also be involved in controlling the cell cycle.","Research on the FKBPL gene has shown its potential implications in various diseases, including cancer, cardiovascular disease, and neurological disorders. In cancer, FKBPL has been found to play a role in tumor suppression and angiogenesis inhibition, making it a potential target for cancer therapy. Targeted drug discovery efforts have focused on developing small molecule inhibitors of FKBPL, with some promising results in preclinical studies. However, there are currently no FDA-approved drugs targeting FKBPL. Some examples of successful drugs on the market that indirectly affect FKBPL include rapamycin, which targets the mTOR pathway that FKBPL is involved in, and cyclosporine, which binds to FKBPL's immunophilin domain and is used as an immunosuppressant in transplant patients.",GO:1905553 regulation of blood vessel branching;GO:0060688 regulation of morphogenesis of a branching structure;GO:1905330 regulation of morphogenesis of an epithelium,,Predicted intracellular proteins,Nucleoplasm (Approved); Additional: Mitotic spindle,,,
ENSG00000077463.15,SIRT6,0.874639458,2.666135849,1.376568555,1.47294332,1.12845818,1.062480748,0.961546386,0.933894165,0.638352721,1.098009314,0.797496466,0.949584657,0.183280683,0.107681147,0.683867265,0.661974637,0.654404206,0.303566897,0.063265041,sirtuin 6,"SIRT6 is a gene that belongs to the sirtuin family of enzymes, which are involved in various cellular processes such as stress resistance, genomic stability, aging, and energy regulation. The protein encoded by this gene is found in the nucleus and has ADP-ribosyl transferase and histone deacetylase activities. It plays a role in DNA repair, maintenance of telomeric chromatin, inflammation, and metabolism of lipids and glucose. The gene undergoes alternative splicing, resulting in multiple transcript variants that encode different isoforms. Overall, SIRT6 is an important gene involved in various cellular processes and has potential implications in aging and disease.","SIRT6 has been implicated in various diseases, including cancer, neurodegenerative disorders, and metabolic disorders. In cancer, SIRT6 has been shown to act as a tumor suppressor by regulating DNA repair and telomere maintenance. In neurodegenerative disorders, SIRT6 has been linked to the regulation of neuronal survival and synaptic plasticity. In metabolic disorders, SIRT6 has been shown to play a role in glucose and lipid metabolism.

Targeted drug discovery efforts for SIRT6 have focused on developing small molecule inhibitors and activators of the enzyme. Several compounds have been identified as potential SIRT6 inhibitors, including sirtinol, cambinol, and EX-527. These compounds have shown promising results in preclinical studies, but none have yet been approved for clinical use.

There are currently no drugs on the market that specifically target SIRT6. However, some drugs that indirectly affect SIRT6 activity have been approved for clinical use. For example, resveratrol, a natural compound found in red wine, has been shown to activate SIRT6 and has been investigated for its potential therapeutic effects in various diseases. Additionally, metformin, a drug commonly used to treat type 2 diabetes, has been shown to increase SIRT6 expression and activity in some studies.",GO:0120187 positive regulation of protein localization to chromatin;GO:1905555 positive regulation of blood vessel branching;GO:1905553 regulation of blood vessel branching,,Enzymes; Predicted intracellular proteins; ENZYME proteins:Transferases,Nucleoplasm (Supported); Additional: Vesicles,,(M101)PID HDAC CLASSI PATHWAY,(M5921)HALLMARK COMPLEMENT
ENSG00000160213.9,CSTB,0.876695369,0.422559456,0.848226905,1.257770469,1.107098349,0.850144744,1.668523273,1.281386638,0.651818946,0.989004579,0.614983907,1.772742067,1.031273663,0.677069205,0.887945267,0.379880146,0.564999224,0.21168629,0.563403505,cystatin B,"Cystatin B, also known as CSTB, is a protein that belongs to the cystatin superfamily. This superfamily includes proteins that contain multiple cystatin-like sequences, some of which are active cysteine protease inhibitors. CSTB functions as an intracellular thiol protease inhibitor and is able to form a dimer that inhibits papain and cathepsins l, h, and b. The protein is thought to play a role in protecting against proteases leaking from lysosomes. Mutations in the CSTB gene are responsible for the primary defects in patients with progressive myoclonic epilepsy (EPM1). One type of mutation responsible for EPM1 is the expansion in the promoter region of this gene of a CCCCGCCCCGCG repeat from 2-3 copies to 30-78 copies.","Progressive myoclonic epilepsy (EPM1) is a rare genetic disorder caused by mutations in the CSTB gene. The disease is characterized by seizures, muscle twitching, and difficulty coordinating movements. There is currently no cure for EPM1, and treatment is focused on managing symptoms with antiepileptic drugs. Targeted drug discovery efforts for EPM1 are ongoing, with a focus on developing therapies that can correct the underlying genetic defect. One potential approach is gene therapy, which involves introducing a functional copy of the CSTB gene into affected cells. Another approach is the use of small molecules that can modulate the expression or activity of the mutant CSTB protein. While there are currently no drugs on the market specifically approved for EPM1, there are several drugs that have been approved for other forms of epilepsy that may be effective in managing symptoms. These include valproic acid, levetiracetam, and lamotrigine.",GO:0008344 adult locomotory behavior;GO:0010466 negative regulation of peptidase activity;GO:0051346 negative regulation of hydrolase activity,,Human disease related genes:Nervous system diseases:Epilepsy; Predicted intracellular proteins; Potential drug targets; Disease related genes; Transporters:Transporter channels and pores; Cancer-related genes:Candidate cancer biomarkers,Cytosol (Supported); Additional: Nucleoli,Cupric Chloride,(M3468)NABA ECM REGULATORS; (M5885)NABA MATRISOME ASSOCIATED; (M5889)NABA MATRISOME,
ENSG00000167272.11,POP5,0.87739652,3.352385961,1.256094047,1.190376049,1.151372399,0.953119801,0.001054975,1.068287962,1.110423954,0.804280527,0.592698689,0.592517309,0.190435445,0.686919382,0.999920909,0.215101848,0.653092251,0.444720119,0.530335726,"POP5 homolog, ribonuclease P/MRP subunit","POP5 is a human gene that encodes for a protein called POP5 homolog, ribonuclease P/MRP subunit. This protein is involved in the removal of the 5'-leader of transfer RNA (tRNA) and contributes to the activity of ribonuclease P, an enzyme that cleaves RNA molecules. POP5 is located in the nucleolus, a region of the cell where ribosomes are assembled. It is part of two multimeric complexes, ribonuclease P and ribonuclease MRP, which are involved in RNA processing and maturation. POP5 enables ribonuclease P to bind to RNA molecules, which is essential for its function.","There is limited information available on the disease implications of POP5 mutations. However, studies have shown that mutations in other subunits of ribonuclease P and MRP complexes can lead to various diseases, including primary ciliary dyskinesia, cartilage-hair hypoplasia, and cancer. Targeted drug discovery efforts for POP5 are also limited, as it is a relatively understudied protein. However, some studies have suggested that targeting ribonuclease P and MRP complexes could be a potential therapeutic strategy for cancer and viral infections. Currently, there are no drugs on the market that specifically target POP5 or ribonuclease P/MRP complexes. However, there are drugs that indirectly affect these complexes, such as antibiotics that inhibit bacterial ribonuclease P, and antiviral drugs that target RNA viruses.",GO:0001682 tRNA 5'-leader removal;GO:0099116 tRNA 5'-end processing;GO:0000966 RNA 5'-end processing,,Predicted intracellular proteins,Nucleoplasm (Supported); Additional: Nucleoli,,,
ENSG00000107874.11,CUEDC2,0.878605201,1.793583861,1.379083948,1.4122936,1.466164605,0.952843691,1.082493728,0.765097902,0.714850697,0.577049457,1.131902059,0.828313808,0.578537646,0.470012247,0.705926796,0.111850572,0.905470003,0.674525622,0.264893378,CUE domain containing 2,"CUEDC2 is a human gene that is predicted to have ubiquitin binding activity. It plays a role in negative regulation of cytokine production involved in inflammatory response and macrophage cytokine production. The gene is located in the cytosol, nuclear membrane, and nucleoplasm.","There is limited information available on the disease implications of CUEDC2. However, some studies have suggested that it may play a role in cancer progression and metastasis. Targeted drug discovery efforts for CUEDC2 are also limited, but some studies have explored the potential of targeting the protein for cancer therapy. For example, one study found that inhibiting CUEDC2 expression in breast cancer cells led to decreased cell proliferation and increased sensitivity to chemotherapy. However, there are currently no drugs on the market that specifically target CUEDC2. Overall, more research is needed to fully understand the potential disease implications and therapeutic opportunities for this gene.",GO:0010936 negative regulation of macrophage cytokine production;GO:0002719 negative regulation of cytokine production involved in immune response;GO:0010935 regulation of macrophage cytokine production,,Disease related genes; Predicted intracellular proteins,Cytosol;Nucleoplasm (Supported),,,
ENSG00000099797.15,TECR,0.879814042,0.534083842,1.065013945,1.039806738,1.013033338,1.031362769,2.091555376,1.177604282,0.767457931,1.214101207,0.485818509,1.038712633,0.62002257,0.690876559,0.77205833,0.604748671,0.577280758,0.683615251,0.42950004,"trans-2,3-enoyl-CoA reductase","TECR is a gene that encodes a protein that is located in the endoplasmic reticulum and belongs to the steroid 5-alpha reductase family. The protein is involved in the elongation of microsomal long and very long chain fatty acids, and it catalyzes the final step of this process by reducing trans-2,3-enoyl-CoA to saturated acyl-CoA. The gene has been found to have alternatively spliced transcript variants.","There is limited information available on the disease implications of TECR. However, mutations in this gene have been associated with a rare autosomal recessive disorder called progressive symmetric erythrokeratoderma (PSEK). PSEK is characterized by the development of red, scaly patches on the skin that can spread and become thickened over time. 

There are currently no targeted drug discovery efforts specifically for TECR. However, drugs that target the elongation of fatty acids, such as fibrates, have been used to treat conditions such as hyperlipidemia and metabolic syndrome. These drugs work by activating peroxisome proliferator-activated receptors (PPARs), which regulate the expression of genes involved in fatty acid metabolism. 

One example of a successful drug on the market that targets fatty acid metabolism is fenofibrate, a fibrate used to treat hyperlipidemia. Fenofibrate activates PPAR?, which leads to increased expression of genes involved in fatty acid oxidation and decreased expression of genes involved in fatty acid synthesis. Another example is gemfibrozil, another fibrate used to treat hyperlipidemia. Gemfibrozil also activates PPAR? and has been shown to reduce the risk of cardiovascular events in patients with hyperlipidemia.",GO:0042761 very long-chain fatty acid biosynthetic process;GO:0030497 fatty acid elongation;GO:0035338 long-chain fatty-acyl-CoA biosynthetic process,,Human disease related genes:Other diseases:Mental and behavioural disorders; ENZYME proteins:Oxidoreductases; Potential drug targets; Disease related genes; Enzymes,Endoplasmic reticulum (Supported),,,
ENSG00000089248.7,ERP29,0.880799155,3.463501784,1.028779779,1.128544562,1.209045701,0.812611955,0.595128406,0.934384734,1.026983177,0.222661214,0.395476135,0.535128618,1.173413583,0.543173454,0.796322008,0.767718497,0.586601829,0.490042886,0.144866467,endoplasmic reticulum protein 29,"The human gene ERP29 encodes a protein that is found in the lumen of the endoplasmic reticulum (ER). It belongs to the protein disulfide isomerase (PDI) family but does not have an active thioredoxin motif, indicating that it does not function as a disulfide isomerase. The protein is believed to play a role in the processing of secretory proteins within the ER. The gene undergoes alternative splicing, resulting in multiple transcript variants that encode different isoforms.","Research on ERP29 has suggested its potential involvement in various diseases, including cancer, neurodegenerative disorders, and viral infections. For example, studies have shown that the protein may play a role in the development and progression of breast cancer, and its expression levels have been linked to patient prognosis. Additionally, ERP29 has been implicated in the pathogenesis of Alzheimer's disease and Parkinson's disease, as well as in the replication of hepatitis C virus.

Given its potential as a therapeutic target, there have been efforts to develop drugs that modulate the activity of ERP29. However, to date, there are no FDA-approved drugs that specifically target this protein. Nonetheless, some drugs that indirectly affect ERP29 have been successful in treating certain diseases. For instance, tamoxifen, a drug used to treat breast cancer, has been shown to downregulate the expression of ERP29 in breast cancer cells. Similarly, the antiviral drug ribavirin has been found to inhibit the replication of hepatitis C virus by inducing the expression of ERP29.

Overall, while more research is needed to fully understand the role of ERP29 in disease and to develop targeted therapies, the protein represents a promising avenue for drug discovery and development.",GO:0043335 protein unfolding;GO:1902235 regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway;GO:0043406 positive regulation of MAP kinase activity,,Predicted intracellular proteins,Microtubules (Uncertain); Additional: Nucleoplasm,,,(M5935)HALLMARK FATTY ACID METABOLISM
ENSG00000173113.7,TRMT112,0.881966092,1.346321238,1.200964935,1.102332647,1.406413404,1.030792109,1.212706319,0.81810194,0.779052356,0.912298296,0.73641464,0.765529627,0.481122676,0.995089289,0.210696439,0.84785914,0.847975782,0.790027123,0.3916917,tRNA methyltransferase activator subunit 11-2,"TRMT112 is a human gene that encodes for a protein subunit called tRNA methyltransferase activator subunit 11-2. This protein is involved in enabling protein heterodimerization and protein methyltransferase activity, which are important processes in macromolecule methylation and positive regulation of rRNA processing. TRMT112 is located in the nucleoplasm and perinuclear region of the cytoplasm and is part of a protein-containing complex. Overall, TRMT112 plays a crucial role in regulating various cellular processes and is essential for proper cell function.","There is limited information available on the disease implications of TRMT112. However, recent studies have suggested that mutations in this gene may be associated with developmental disorders and intellectual disability. Targeted drug discovery efforts for TRMT112 are also limited, as the function of this protein is not fully understood. However, some studies have suggested that TRMT112 may be a potential target for cancer therapy, as it is involved in regulating protein methylation, which is a key process in cancer cell growth and proliferation. Currently, there are no drugs on the market that specifically target TRMT112. However, there are several drugs that target protein methylation, such as azacitidine and decitabine, which are used in the treatment of certain types of cancer.",GO:0018364 peptidyl-glutamine methylation;GO:0070476 rRNA (guanine-N7)-methylation;GO:0036265 RNA (guanine-N7)-methylation,,Predicted intracellular proteins,Microtubules (Approved); Additional: Nucleoplasm,,,
ENSG00000185627.18,PSMD13,0.882311284,2.38323264,1.523041767,1.068559136,1.287226469,0.965146948,0.538815308,0.840289095,0.877593753,0.634397477,0.79087423,0.708537043,0.762411195,0.833821658,0.584418918,0.455739195,0.806153951,0.388859567,0.432484771,"proteasome 26S subunit, non-ATPase 13","PSMD13 is a gene that encodes a non-ATPase subunit of the 19S regulator of the 26S proteasome, a protein complex that cleaves peptides in a non-lysosomal pathway. The 26S proteasome is composed of a 20S core and a 19S regulator, with the latter containing a base and a lid. The base contains 6 ATPase subunits and 2 non-ATPase subunits, while the lid contains up to 10 non-ATPase subunits. PSMD13 is involved in the processing of class I MHC peptides, an essential function of the immunoproteasome. Two transcripts encoding different isoforms of PSMD13 have been described.","PSMD13 has been implicated in various diseases, including cancer, neurodegenerative disorders, and viral infections. In cancer, PSMD13 has been shown to be overexpressed in several types of tumors, including breast, lung, and prostate cancer, and its inhibition has been proposed as a potential therapeutic strategy. In neurodegenerative disorders, PSMD13 has been linked to the accumulation of misfolded proteins, such as alpha-synuclein in Parkinson's disease, and its inhibition has been suggested as a potential therapeutic approach. In viral infections, PSMD13 has been shown to play a role in the replication of several viruses, including HIV and hepatitis B virus, and its inhibition has been proposed as a potential antiviral strategy.

Several drug discovery efforts have targeted PSMD13, including small molecule inhibitors and RNA interference-based approaches. However, no PSMD13-targeted drugs have been approved for clinical use yet. One example of a small molecule inhibitor of PSMD13 is b-AP15, which has shown promising results in preclinical studies for the treatment of cancer and neurodegenerative disorders. Another example is the use of RNA interference to target PSMD13 in viral infections, which has shown efficacy in preclinical studies for the treatment of HIV and hepatitis B virus.

In summary, PSMD13 is a promising target for drug discovery efforts in various diseases, including cancer, neurodegenerative disorders, and viral infections. While several approaches have shown promise in preclinical studies, further research is needed to develop effective PSMD13-targeted drugs for clinical use.",GO:0007127 meiosis I;GO:0061982 meiosis I cell cycle process;GO:0140013 meiotic nuclear division,,Predicted intracellular proteins,Nuclear speckles (Approved); Additional: Cytosol,,,(M5924)HALLMARK MTORC1 SIGNALING
ENSG00000169689.15,CENPX,0.883209121,0.289572924,1.836996013,1.756801568,1.166234657,1.205913008,0.226007391,0.973793576,1.242487344,0.81709392,0.226359258,1.107554421,0.361288556,1.187362331,0.938947389,0.555507414,0.853735718,0.442382118,0.709726576,centromere protein X,"CENPX is a human gene that encodes for centromere protein X, which plays a role in DNA binding activity and contributes to double-stranded DNA binding activity. It is involved in replication fork processing and resolution of meiotic recombination intermediates. CENPX is also part of the FANCM-MHF complex and Fanconi anaemia nuclear complex.","There is limited information available on the disease implications of CENPX mutations. However, recent studies have suggested that mutations in CENPX may be associated with developmental disorders such as intellectual disability and autism spectrum disorder. Targeted drug discovery efforts for CENPX are currently limited due to the lack of understanding of its precise role in disease pathogenesis. However, there are ongoing efforts to develop drugs that target the FANCM-MHF complex, of which CENPX is a part, for the treatment of Fanconi anemia, a rare genetic disorder characterized by bone marrow failure and an increased risk of cancer. There are currently no drugs on the market that specifically target CENPX, but there are several drugs that target the FANCM-MHF complex, including mitomycin C and cisplatin, which are used in the treatment of various cancers.",GO:0051382 kinetochore assembly;GO:0000712 resolution of meiotic recombination intermediates;GO:0051383 kinetochore organization,,Predicted intracellular proteins,,,,
ENSG00000149600.12,COMMD7,0.885844623,1.623605544,1.410336408,1.119665143,1.191348014,1.19457163,0.619172397,1.098319598,1.174851609,1.287576915,0.630060991,0.777647376,0.712047729,0.806857642,0.52311549,0.314395427,0.782632011,0.624694463,0.054304834,COMM domain containing 7,"COMMD7 is a human gene that encodes a protein containing a COMM domain. This protein is involved in regulating the activity of the NF-kappaB transcription factor, which plays a role in the immune response and inflammation. Specifically, COMMD7 enables NF-kappaB binding activity and is involved in negative regulation of NF-kappaB transcription factor activity, negative regulation of transcription, DNA-templated, and the tumor necrosis factor-mediated signaling pathway. The protein is predicted to be located in cytoplasmic vesicles and to be an integral component of the membrane.","There is limited information available on the disease implications of COMMD7. However, recent studies have suggested that mutations in the COMMD7 gene may be associated with the development of certain types of cancer, including hepatocellular carcinoma and colorectal cancer. Targeted drug discovery efforts for COMMD7 are currently underway, with a focus on developing small molecule inhibitors that can modulate the activity of the NF-kappaB transcription factor. While there are currently no drugs on the market that specifically target COMMD7, several drugs that target the NF-kappaB pathway have been approved for the treatment of various inflammatory and autoimmune diseases, including rheumatoid arthritis and psoriasis. Examples of such drugs include adalimumab, etanercept, and infliximab.",GO:0033209 tumor necrosis factor-mediated signaling pathway;GO:0032088 negative regulation of NF-kappaB transcription factor activity;GO:0043433 negative regulation of DNA-binding transcription factor activity,,Predicted intracellular proteins,Vesicles (Approved),,,
ENSG00000119421.7,NDUFA8,0.888107892,2.768519075,1.153032723,1.046979318,1.041570351,0.966624084,0.662772401,1.224054233,1.076813492,0.805831925,0.73384181,0.885387808,0.021042634,0.806263894,0.461429642,0.566662124,0.661500334,0.545240859,0.558375347,NADH:ubiquinone oxidoreductase subunit A8,"NDUFA8 is a gene that encodes a protein belonging to the complex I 19 kDa subunit family. This protein is a component of the mammalian complex I, which is composed of 45 different subunits. NDUFA8 has NADH dehydrogenase and oxidoreductase activities and plays a crucial role in transferring electrons from NADH to the respiratory chain. The enzyme's immediate electron acceptor is believed to be ubiquinone. Alternative splicing of this gene results in multiple transcript variants that encode different isoforms.","NDUFA8 has been implicated in several diseases, including mitochondrial complex I deficiency, Leigh syndrome, and Parkinson's disease. Mutations in NDUFA8 have been associated with mitochondrial complex I deficiency, which is a rare genetic disorder that affects the function of the mitochondrial respiratory chain. Leigh syndrome is a severe neurological disorder that is caused by mutations in genes involved in mitochondrial energy production, including NDUFA8. Parkinson's disease is a neurodegenerative disorder that has been linked to mitochondrial dysfunction, and NDUFA8 has been identified as a potential therapeutic target for the disease.

There have been efforts to develop drugs that target NDUFA8 and other components of the mitochondrial respiratory chain. One approach is to develop small molecules that can enhance the activity of complex I and improve mitochondrial function. Another approach is to target specific mutations in NDUFA8 and other complex I subunits that are associated with disease. However, there are currently no drugs on the market that specifically target NDUFA8.

One example of a successful drug that targets the mitochondrial respiratory chain is idebenone, which is used to treat Leber's hereditary optic neuropathy (LHON), a rare genetic disorder that causes vision loss. Idebenone is a synthetic analog of coenzyme Q10, which is a component of the mitochondrial respiratory chain. Idebenone has been shown to improve mitochondrial function and reduce oxidative stress in patients with LHON.","GO:0006120 mitochondrial electron transport, NADH to ubiquinone;GO:0010257 NADH dehydrogenase complex assembly;GO:0032981 mitochondrial respiratory chain complex I assembly",,Disease related genes; Predicted intracellular proteins; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases,Mitochondria (Supported); Additional: End piece;Mid piece;Principal piece,NADH,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000214253.9,FIS1,0.888380879,0.947066136,1.754901673,1.688526902,1.635028685,1.292539859,0.72873067,0.72800022,1.101022252,0.499257826,1.202031319,0.751179072,0.101373797,1.005734313,0.561423468,0.156948791,0.64784367,0.810367394,0.378879783,"fission, mitochondrial 1","FIS1, or fission, mitochondrial 1, is a human gene that plays a role in regulating the morphology of mitochondria. It is a component of a mitochondrial complex that promotes mitochondrial fission, which is the process of breaking down mitochondria into smaller units. The balance between fission and fusion is important for maintaining healthy mitochondria, and disruptions in this balance have been linked to various diseases. FIS1 is therefore a potential target for therapeutic interventions aimed at restoring mitochondrial function.","There is limited information available on the disease implications of FIS1, but disruptions in mitochondrial fission and fusion have been linked to various diseases, including neurodegenerative disorders, cancer, and metabolic disorders. Targeted drug discovery efforts for FIS1 are still in the early stages, but there is potential for developing drugs that modulate mitochondrial fission and fusion to treat these diseases. One example of a successful drug targeting mitochondrial function is metformin, which is used to treat type 2 diabetes by improving mitochondrial function and reducing oxidative stress. Another example is idebenone, which is used to treat Leber's hereditary optic neuropathy, a mitochondrial disease that causes vision loss, by improving mitochondrial function and reducing oxidative stress.",GO:2000192 negative regulation of fatty acid transport;GO:0016559 peroxisome fission;GO:0000266 mitochondrial fission,,Predicted intracellular proteins,Mitochondria (Supported),,,(M5949)HALLMARK PEROXISOME
ENSG00000247596.10,TWF2,0.899388149,1.088017597,1.727491634,1.590786047,1.37453883,1.19932298,1.329591847,1.327248745,0.595874039,0.88355081,0.824820706,0.806537875,1.007732309,0.373580402,0.464905733,0.420681294,0.769982326,0.341994728,0.062328781,twinfilin actin binding protein 2,"TWF2 is a human gene that encodes for the twinfilin actin binding protein 2. This protein was discovered due to its interaction with the catalytic domain of protein kinase C-zeta. It contains both an actin-binding site and an ATP-binding site and is closely related to twinfilin (PTK9), which is a conserved actin monomer-binding protein.","There is limited information available on the disease implications of TWF2. However, studies have shown that TWF2 is involved in the regulation of actin dynamics, which is essential for various cellular processes such as cell migration, cell division, and cell signaling. Dysregulation of actin dynamics has been implicated in various diseases, including cancer, cardiovascular diseases, and neurological disorders. Therefore, TWF2 may have potential implications in these diseases.

There are currently no targeted drug discovery efforts specifically for TWF2. However, drugs that target actin dynamics, such as cytochalasin D and latrunculin A, have been developed and are used in research. These drugs disrupt actin polymerization and have been shown to have anti-cancer and anti-inflammatory effects.

One example of a successful drug that targets actin dynamics is paclitaxel, which is used to treat various types of cancer, including breast, ovarian, and lung cancer. Paclitaxel stabilizes microtubules, which indirectly affects actin dynamics and disrupts cell division. Another example is blebbistatin, which inhibits myosin II, a motor protein that interacts with actin filaments. Blebbistatin has been shown to have potential therapeutic applications in cardiovascular diseases and cancer.

In conclusion, while there is limited information available on the disease implications of TWF2, drugs that target actin dynamics have shown potential therapeutic applications in various diseases. Further research on TWF2 may lead to the development of novel targeted therapies for these diseases.",GO:0032532 regulation of microvillus length;GO:0042989 sequestering of actin monomers;GO:0030042 actin filament depolymerization,,Predicted intracellular proteins,Plasma membrane (Uncertain),,,
ENSG00000167863.12,ATP5PD,0.899943846,0.632397024,1.27468344,1.015247044,1.258013674,1.067630779,0.949125568,1.099996061,1.212191724,1.09751018,0.664637784,0.734040062,0.523886361,1.206866024,0.774408158,0.584622827,0.869952188,0.74011536,0.493664969,ATP synthase peripheral stalk subunit d,"ATP5PD is a gene that encodes the d subunit of the Fo complex of mitochondrial ATP synthase. ATP synthase is responsible for catalyzing ATP synthesis by utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. The ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, which comprises the proton channel. The F1 complex consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled in a ratio of 3 alpha, 3 beta, and a single representative of the other 3. The Fo complex seems to have nine subunits (a, b, c, d, e, f, g, F6 and 8). The ATP5PD gene has alternatively spliced transcript variants encoding different isoforms and three pseudogenes located on chromosomes 9, 12, and 15.","There is limited information available on the disease implications of ATP5PD. However, mutations in other subunits of the mitochondrial ATP synthase complex have been associated with various mitochondrial diseases, including Leigh syndrome, neuropathy, and cardiomyopathy. Targeted drug discovery efforts for ATP synthase inhibitors have been focused on cancer treatment, as cancer cells rely heavily on ATP production for their rapid proliferation. Several ATP synthase inhibitors, such as oligomycin and venturicidin, have been identified and tested in preclinical studies. However, their clinical development has been limited due to their toxicity and lack of specificity. One successful drug targeting ATP synthase is bedaquiline, which is used to treat drug-resistant tuberculosis. Bedaquiline selectively inhibits the mycobacterial ATP synthase, leading to a decrease in ATP production and bacterial death.",GO:0042776 proton motive force-driven mitochondrial ATP synthesis;GO:0015986 proton motive force-driven ATP synthesis;GO:0006754 ATP biosynthetic process,,Transporters:Primary Active Transporters; Predicted intracellular proteins,Mitochondria (Supported),,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000126749.16,EMG1,0.900295632,3.991002817,0.853752279,0.915926658,0.979533075,0.926290897,0.243231587,1.17229584,1.103506529,0.432533996,0.37274877,0.619837785,0.618089811,1.085402887,0.860297769,0.246517793,0.606620226,0.696194757,0.481537898,EMG1 N1-specific pseudouridine methyltransferase,"EMG1 is a gene that encodes a protein responsible for methylating pseudouridine in 18S rRNA, an essential process in the biogenesis of the ribosomal 40S subunit. The related protein in yeast is a component of the small subunit processome. Mutations in this gene have been associated with Bowen-Conradi syndrome. Alternative splicing results in multiple transcript variants.","Mutations in the EMG1 gene have been associated with Bowen-Conradi syndrome, a rare genetic disorder characterized by severe growth retardation, microcephaly, and facial dysmorphism. There are currently no targeted drug discovery efforts specifically for EMG1 mutations, but research is ongoing to better understand the molecular mechanisms underlying the disease. There are also no drugs on the market that specifically target EMG1 mutations, but some treatments may be used to manage symptoms, such as growth hormone therapy for growth retardation. However, research into the role of EMG1 in ribosome biogenesis may have implications for the development of new antibiotics that target the ribosome, as well as for the treatment of other diseases related to ribosome dysfunction.",GO:0017126 nucleologenesis;GO:0070475 rRNA base methylation;GO:0007000 nucleolus organization,,Disease related genes; Predicted intracellular proteins; Human disease related genes:Other congenital disorders:Ribosomopathies,Nucleoli rim (Supported); Additional: Mitotic chromosome;Nucleoplasm,,,
