genes,symbol,average_foldchange,DLBC,UVM,ACC,SARC,THYM,BRCA,BLCA,LIHC,CHOL,KICH,KIRP,LUSC,HNSC,KIRC,THCA,LUAD,GBM,PCPG,ESCA,LGG,PAAD,READ,COAD,STAD,Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000124486.13,USP9X,-0.421140333,-0.8720383,-0.3431453,-0.7305634,-0.5561564,-0.4373244,-0.1947586,-0.6523368,-0.4314456,-0.9395273,-0.2788507,-0.3240564,-0.2728029,-0.561294,-0.2474462,-0.2580056,-0.1014752,-0.4718677,-0.2722601,-0.6787992,-0.2833042,-0.275162,-0.2492634,-0.3285183,-0.346966,"Mutations in the USP9X gene have been linked to several diseases, including intellectual disability, autism spectrum disorder, and cancer. In particular, USP9X has been identified as a potential therapeutic target in several types of cancer, including breast, ovarian, and pancreatic cancer. Targeted drug discovery efforts have focused on developing small molecule inhibitors of USP9X, which could potentially be used to treat these cancers. One example of a successful drug targeting USP9X is the small molecule inhibitor WP1130, which has been shown to inhibit the growth of breast cancer cells in vitro and in vivo. Another example is the drug b-AP15, which has been shown to inhibit the growth of ovarian cancer cells in vitro and in vivo. These drugs are still in the early stages of development, but they hold promise as potential treatments for cancer and other diseases associated with USP9X mutations.",GO:0061824 cytosolic ciliogenesis;GO:0071947 protein deubiquitination involved in ubiquitin-dependent protein catabolic process;GO:1904515 positive regulation of TORC2 signaling,,Human disease related genes:Other diseases:Mental and behavioural disorders; Peptidases:Cysteine-type peptidases; Predicted intracellular proteins; Potential drug targets; Enzymes; ENZYME proteins:Hydrolases; Disease related genes,Cytosol (Supported),,,
ENSG00000198690.10,FAN1,-0.41026396,-1.199372,-0.8835982,-0.9980005,-0.9727115,-0.6946067,-0.3259778,-0.7204993,-0.5316492,-0.2521521,-0.1044556,-0.4147054,-0.2197699,-0.495452,-0.06954565,-0.2091208,-0.09648964,-0.4894506,-0.350007,-0.0664357,-0.1487525,-0.1716743,-0.3442131,-0.08068729,-0.007008268,"Karyomegalic interstitial nephritis (KIN) is a rare genetic disorder caused by mutations in the FAN1 gene. Patients with KIN typically present with progressive renal failure, interstitial fibrosis, and enlarged nuclei in renal tubular cells. There are currently no targeted drug discovery efforts for KIN specifically, but research on FAN1 and related DNA repair proteins has led to the development of PARP inhibitors, which have shown promise in treating certain types of cancer. PARP inhibitors work by blocking the repair of DNA damage, leading to cell death in cancer cells that are already deficient in DNA repair mechanisms. Olaparib and rucaparib are two examples of PARP inhibitors that have been approved by the FDA for the treatment of ovarian and breast cancer. While these drugs are not directly targeted at FAN1 or KIN, they demonstrate the potential of targeting DNA repair mechanisms in disease treatment.",GO:0036297 interstrand cross-link repair;GO:0006289 nucleotide-excision repair;GO:0000724 double-strand break repair via homologous recombination,,Human disease related genes:Urinary system diseases:Kidney diseases; Predicted intracellular proteins; Potential drug targets; Enzymes; Human disease related genes:Other congenital disorders:Chromosomal abnormalities; ENZYME proteins:Hydrolases; Disease related genes,Cytosol;Nucleoplasm (Approved); Additional: Cytokinetic bridge;Primary cilium,,(M1)PID FANCONI PATHWAY,
ENSG00000105171.10,POP4,0.307990225,0.66898595,0.532593121,0.679202672,0.542887698,0.414961194,0.387919502,0.489032402,0.434938643,0.232875545,0.024659663,0.112660685,0.496545423,0.315829872,0.180160365,0.057844187,0.175821514,0.431936221,0.091989355,0.51304436,0.181758236,0.173856625,0.032604176,0.110106356,0.109551628,"There is limited information available on the disease implications of POP4. However, mutations in the gene have been associated with mitochondrial dysfunction and neurodegenerative disorders such as Parkinson's disease. Targeted drug discovery efforts for POP4 are also limited, as the function of the protein is not well understood. However, there have been some studies exploring the potential of small molecule inhibitors of ribonucleoprotein complexes, which could potentially target POP4. Currently, there are no drugs on the market specifically targeting POP4. However, there are drugs targeting other ribonucleoprotein complexes, such as the RNA component of ribonuclease P, which have been successful in treating viral infections and cancer. Examples of such drugs include fomivirsen and mipomersen. Further research is needed to fully understand the role of POP4 in disease and to develop targeted therapies.",GO:0001682 tRNA 5'-leader removal;GO:0099116 tRNA 5'-end processing;GO:0000966 RNA 5'-end processing,,Predicted intracellular proteins,Nucleoli;Nucleoplasm (Approved),,,(M5922)HALLMARK UNFOLDED PROTEIN RESPONSE
ENSG00000174744.14,BRMS1,0.387380428,0.8455173,0.7666008,0.582943,0.9650882,0.6222608,0.5568113,0.5926272,0.4603444,0.2748131,0.1921527,0.2352023,0.3262106,0.3053807,0.2260852,0.1391837,0.2935169,0.2350047,0.2124335,0.5263633,0.1482626,0.2235446,0.02839676,0.208887,0.3294996,"There are currently no drugs on the market that specifically target BRMS1. However, research efforts are underway to develop drugs that can modulate the expression and activity of this gene. One approach is to use small molecule inhibitors that can disrupt the interaction between BRMS1 and its binding partners, such as mSin3a and HDACs. Another approach is to use gene therapy to deliver functional BRMS1 to cancer cells that have lost its expression. 

The disease implications of BRMS1 are primarily related to its role in cancer metastasis. Studies have shown that BRMS1 expression is frequently lost or reduced in metastatic breast cancer and melanoma cell lines, and that its restoration can inhibit the metastatic potential of these cells. In addition, BRMS1 has been implicated in the regulation of anoikis, a form of programmed cell death that occurs when cells detach from the extracellular matrix. Anoikis resistance is a hallmark of cancer cells and is thought to contribute to their ability to metastasize.

Overall, BRMS1 is a promising target for developing therapies to prevent cancer metastasis. While there are currently no drugs on the market that specifically target this gene, ongoing research efforts hold promise for the development of novel treatments in the future.",GO:0090312 positive regulation of protein deacetylation;GO:2000210 positive regulation of anoikis;GO:0090311 regulation of protein deacetylation,,Predicted intracellular proteins; Cancer-related genes:Candidate cancer biomarkers,Centrosome (Approved),,,
ENSG00000149923.14,PPP4C,0.389317378,0.8652649,0.4674972,0.758036,0.5258219,0.6328578,0.4642574,0.8306847,0.7330159,0.3718951,0.3529811,0.1493035,0.4434652,0.1223012,0.1999066,0.1177845,0.4110599,0.481636,0.2231442,0.1942008,0.2113333,0.2564542,0.07338328,0.1624249,0.2949075,"PPP4C has been implicated in various diseases, including cancer, neurodegenerative disorders, and cardiovascular diseases. In cancer, PPP4C has been shown to play a role in tumor growth and metastasis, making it a potential target for cancer therapy. Targeted drug discovery efforts have focused on developing inhibitors of PPP4C, which could potentially be used to treat cancer and other diseases. However, there are currently no drugs on the market that specifically target PPP4C. 

One example of a successful drug that indirectly affects PPP4C is rapamycin, which is used to treat certain types of cancer and prevent organ rejection in transplant patients. Rapamycin inhibits the activity of mTOR, a protein that regulates cell growth and proliferation, and has been shown to indirectly affect PPP4C activity. Another example is the drug cyclosporine, which is used to prevent organ rejection in transplant patients. Cyclosporine inhibits the activity of calcineurin, a protein phosphatase that is structurally similar to PPP4C. 

Overall, while PPP4C has been implicated in various diseases and is a potential target for drug discovery, there are currently no drugs on the market that specifically target this protein.",GO:0010569 regulation of double-strand break repair via homologous recombination;GO:0000724 double-strand break repair via homologous recombination;GO:0000725 recombinational repair,,Enzymes; Predicted intracellular proteins; ENZYME proteins:Hydrolases,Nucleoplasm (Supported); Additional: Cytosol;Plasma membrane,,,(M5921)HALLMARK COMPLEMENT
ENSG00000084623.12,EIF3I,0.390599872,0.781121175,1.111708686,0.861141276,0.549448884,0.5094393,0.505807127,0.421548591,0.538388495,0.732695931,0.048985343,0.148858226,0.389310428,0.128913964,0.225821379,0.101851238,0.314578387,0.651302031,0.215495405,0.331194615,0.231349506,0.105916262,0.155807457,0.139908143,0.173805084,"There is limited information available on the disease implications of EIF3I. However, some studies have suggested that alterations in the expression of EIF3I may be associated with certain types of cancer, including breast cancer and hepatocellular carcinoma. Targeted drug discovery efforts for EIF3I are also limited, but some studies have explored the potential of targeting the eukaryotic translation initiation factor 3 complex as a therapeutic strategy for cancer treatment. Currently, there are no drugs on the market that specifically target EIF3I. However, there are drugs that target other components of the eukaryotic translation initiation factor 3 complex, such as the drug omacetaxine mepesuccinate, which is used to treat chronic myeloid leukemia.",GO:0001732 formation of cytoplasmic translation initiation complex;GO:0002183 cytoplasmic translational initiation;GO:0006413 translational initiation,,Predicted intracellular proteins,Cytosol (Approved),,,
ENSG00000135390.21,ATP5MC2,0.397687921,1.247264,0.3360889,1.015752,0.4840444,0.5037426,0.2233033,0.637224,0.4247183,0.2566896,0.4665095,0.3466347,0.4485413,0.3846204,0.2974987,0.1606134,0.3032593,0.7447259,0.1234366,0.3834747,0.1170971,0.2624559,0.1536124,0.1145356,0.1086675,"There is limited information available on the disease implications of ATP5MC2. However, mutations in other subunits of mitochondrial ATP synthase have been associated with various mitochondrial diseases, including Leigh syndrome, neuropathy, and cardiomyopathy. Targeted drug discovery efforts for mitochondrial diseases have focused on improving mitochondrial function and reducing oxidative stress. Some potential drug targets include mitochondrial biogenesis, mitophagy, and antioxidant pathways. Currently, there are no drugs specifically targeting ATP5MC2 or its associated subunits. However, there are drugs on the market that target other subunits of mitochondrial ATP synthase, such as oligomycin, which inhibits the proton channel, and atovaquone, which inhibits the catalytic core. These drugs are used to treat various conditions, including malaria and pneumocystis pneumonia.",GO:0015986 proton motive force-driven ATP synthesis;GO:0006754 ATP biosynthetic process;GO:0009206 purine ribonucleoside triphosphate biosynthetic process,,Predicted intracellular proteins; Transporters:Primary Active Transporters,,,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000087191.13,PSMC5,0.411682647,1.211631545,1.000766992,0.513820584,0.556490501,0.540499221,1.108024595,0.468405954,0.521055038,0.540227596,0.268495467,0.215604395,0.311912426,0.313710766,0.163071088,0.18758376,0.285087856,0.322033601,0.219095233,0.253607291,0.159210903,0.152736944,0.154783477,0.185487904,0.227040394,"There is limited information available on the disease implications of PSMC5. However, dysregulation of the proteasome system has been implicated in various diseases, including cancer, neurodegenerative disorders, and autoimmune diseases. Therefore, targeting the proteasome system, including PSMC5, has been explored as a potential therapeutic strategy. Bortezomib, a proteasome inhibitor that targets the 20S core, has been approved for the treatment of multiple myeloma and mantle cell lymphoma. Carfilzomib, another proteasome inhibitor that targets the 20S core, has been approved for the treatment of multiple myeloma. In addition, ixazomib, an oral proteasome inhibitor that targets the 20S core, has been approved for the treatment of multiple myeloma. However, there are currently no drugs specifically targeting PSMC5.",GO:0090261 positive regulation of inclusion body assembly;GO:0090083 regulation of inclusion body assembly;GO:1901800 positive regulation of proteasomal protein catabolic process,,Predicted intracellular proteins,Cytosol;Plasma membrane (Supported),,,
ENSG00000124562.10,SNRPC,0.418662123,0.9445444,0.4007255,0.7258478,0.6037732,0.6520239,0.3794269,0.5982103,0.5346052,0.4777482,0.2156816,0.2585062,0.7250631,0.3742812,0.1994516,0.1504277,0.4792911,0.7968304,0.2257344,0.4332071,0.1936305,0.07300726,0.1834978,0.1212468,0.3011288,"Mutations in the SNRPC gene have been associated with several diseases, including spinal muscular atrophy (SMA) and amyotrophic lateral sclerosis (ALS). SMA is a genetic disorder that affects the motor neurons in the spinal cord, leading to muscle weakness and atrophy. Several drugs have been developed to treat SMA, including nusinersen, which targets the SMN2 gene, and onasemnogene abeparvovec, which delivers a functional copy of the SMN1 gene. ALS is a neurodegenerative disease that affects the motor neurons in the brain and spinal cord, leading to muscle weakness and paralysis. There are currently no drugs that can cure or halt the progression of ALS, but several drugs have been approved to treat its symptoms, including riluzole and edaravone. Targeted drug discovery efforts for SNRPC are ongoing, with the aim of developing new therapies for SMA and ALS.","GO:0000395 mRNA 5'-splice site recognition;GO:0045292 mRNA cis splicing, via spliceosome;GO:0006376 mRNA splice site recognition",,Predicted intracellular proteins,Nucleoplasm (Enhanced),,,
ENSG00000167863.12,ATP5PD,0.431910317,0.7466773,0.8853681,0.7806961,0.2953254,0.5234117,0.8759692,0.4020294,0.5997056,0.6723654,0.2035442,0.3597226,0.4323138,0.2600623,0.2842928,0.1748012,0.2686502,0.7858359,0.1843454,0.5715327,0.1308829,0.1067962,0.4010125,0.198726,0.2217807,"There is limited information available on the disease implications of ATP5PD. However, mutations in other subunits of the mitochondrial ATP synthase complex have been associated with various mitochondrial diseases, including Leigh syndrome, neuropathy, and cardiomyopathy. Targeted drug discovery efforts for ATP synthase inhibitors have been focused on cancer treatment, as cancer cells rely heavily on ATP production for their rapid proliferation. Several ATP synthase inhibitors, such as oligomycin and venturicidin, have been identified and tested in preclinical studies. However, their clinical development has been limited due to their toxicity and lack of specificity. One successful drug targeting ATP synthase is bedaquiline, which is used to treat drug-resistant tuberculosis. Bedaquiline selectively inhibits the mycobacterial ATP synthase, leading to a decrease in ATP production and bacterial death.",GO:0042776 proton motive force-driven mitochondrial ATP synthesis;GO:0015986 proton motive force-driven ATP synthesis;GO:0006754 ATP biosynthetic process,,Predicted intracellular proteins; Transporters:Primary Active Transporters,Mitochondria (Supported),,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000126768.12,TIMM17B,0.436328487,0.8665777,0.3967849,0.8879164,0.5058872,0.5750703,0.7315333,0.8760105,0.5856632,0.5645041,0.4844492,0.1484856,0.4529349,0.2648152,0.1999055,0.1655008,0.4910179,0.6823987,0.2038891,0.1737926,0.09903228,0.1093719,0.4509563,0.2357777,0.3196084,"Mutations in the TIMM17B gene have been associated with several mitochondrial disorders, including mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes (MELAS), Leigh syndrome, and mitochondrial myopathy. These disorders are characterized by impaired mitochondrial function, leading to a range of symptoms such as muscle weakness, seizures, and developmental delays. 

Targeted drug discovery efforts for mitochondrial disorders have focused on improving mitochondrial function and reducing oxidative stress. One approach has been to develop drugs that target the electron transport chain, which is responsible for generating ATP in the mitochondria. Examples of drugs that target the electron transport chain include idebenone, which is used to treat Leber's hereditary optic neuropathy, and elamipretide, which is being developed for the treatment of primary mitochondrial myopathy.

Another approach has been to develop drugs that target mitochondrial biogenesis, the process by which new mitochondria are formed. One example of such a drug is bezafibrate, which has been shown to improve mitochondrial function in patients with mitochondrial myopathy.

Overall, while there are currently no drugs specifically targeting TIMM17B, ongoing research into mitochondrial disorders and targeted drug discovery efforts hold promise for the development of effective treatments for these debilitating conditions.",GO:0030150 protein import into mitochondrial matrix;GO:0006626 protein targeting to mitochondrion;GO:0072655 establishment of protein localization to mitochondrion,,Predicted intracellular proteins,Microtubules (Approved); Additional: Mitochondria,,,
ENSG00000187051.9,RPS19BP1,0.436653203,1.549654,0.6215139,0.4364885,0.5480851,0.8315973,0.449697,0.634404,0.6409956,0.5120971,0.3646377,0.4619212,0.2791224,0.5295793,0.285878,0.1883868,0.3861608,0.1243055,0.4985631,0.227394,0.1980557,0.233792,0.04523346,0.2145124,0.217602,"There is limited information available on the disease implications of RPS19BP1. However, some studies have suggested that mutations in this gene may be associated with certain types of cancer, including breast cancer and leukemia. Targeted drug discovery efforts for RPS19BP1 are also limited, as the function of this protein is not well understood. However, some studies have suggested that targeting RPS19BP1 may be a potential strategy for cancer therapy. Currently, there are no drugs on the market that specifically target RPS19BP1. However, there are several drugs that target ribosomal proteins, which are involved in the same cellular processes as RPS19BP1. Examples of such drugs include ribociclib, which is used to treat breast cancer, and azacitidine, which is used to treat certain types of leukemia.",GO:0042274 ribosomal small subunit biogenesis;GO:0042254 ribosome biogenesis;GO:0022613 ribonucleoprotein complex biogenesis,,Predicted intracellular proteins,Nucleoli (Supported); Additional: Cytosol;Nucleoplasm,,,
ENSG00000169100.14,SLC25A6,0.44014585,1.271741,0.4042258,0.7492891,0.6881728,0.5840804,0.4973036,0.6221853,0.3894667,0.2560668,0.852426,0.3209648,0.397117,0.3200177,0.280706,0.1995555,0.3904022,0.7021493,0.2682344,0.1355572,0.178,0.0918317,0.3486737,0.3029656,0.3123678,"SLC25A6 has been implicated in several diseases, including heart failure, diabetes, and cancer. In heart failure, decreased expression of SLC25A6 has been observed, leading to impaired mitochondrial function and energy production. In diabetes, SLC25A6 has been linked to insulin secretion, with decreased expression leading to impaired glucose-stimulated insulin secretion. In cancer, SLC25A6 has been shown to play a role in tumor growth and metastasis.

Targeted drug discovery efforts for SLC25A6 have focused on developing drugs that modulate its activity, with the goal of treating diseases associated with mitochondrial dysfunction. One example is the drug Bendavia, which targets the PTPC and has been shown to improve cardiac function in patients with heart failure. Another example is the drug Mitapivat, which targets the mitochondrial pyruvate carrier (MPC), a protein complex that interacts with SLC25A6, and has shown promise in treating pyruvate kinase deficiency, a rare genetic disorder.

Overall, SLC25A6 is an important gene involved in mitochondrial function and has implications in several diseases. Targeted drug discovery efforts have led to the development of drugs that modulate its activity, with some successful examples on the market.",GO:0140021 mitochondrial ADP transmembrane transport;GO:1990544 mitochondrial ATP transmembrane transport;GO:0015866 ADP transport,,Transporters:Electrochemical Potential-driven transporters; FDA approved drug targets:Small molecule drugs,Mitochondria (Approved),Clodronic acid; Etidronic acid,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000262919.8,CCNQ,0.446515316,0.7599596,0.2054712,0.7289683,0.3989615,0.5491353,0.5104412,0.7861965,0.8455813,0.5028492,0.6145935,0.435574,0.5430522,0.152505,0.3378723,0.1917167,0.4458987,0.7538066,0.1884397,0.4458417,0.009591572,0.1723863,0.4177142,0.3878068,0.3320042,"STAR syndrome is a rare genetic disorder caused by mutations in the CCNQ gene. The syndrome is characterized by a range of physical abnormalities, including syndactyly (fusion of fingers or toes), telecanthus (widely spaced eyes), and malformations of the anogenital and renal systems. There is currently no cure for STAR syndrome, and treatment is focused on managing the symptoms of the disorder.

As CCNQ mutations are rare, there are currently no targeted drug discovery efforts for STAR syndrome. However, research into the function of the CCNQ gene may lead to the development of new therapies for related disorders. For example, CCNQ has been shown to play a role in regulating cell division, and mutations in other genes involved in this process have been linked to cancer. Targeting these genes with drugs has been a successful approach in cancer treatment.

There are currently no drugs on the market specifically for STAR syndrome. However, some of the symptoms of the disorder can be managed with surgery or other interventions. For example, surgery can be used to correct syndactyly, while urinary tract infections can be treated with antibiotics. Additionally, genetic counseling and support groups can help individuals and families affected by STAR syndrome cope with the challenges of the disorder.",GO:1902749 regulation of cell cycle G2/M phase transition;GO:1901987 regulation of cell cycle phase transition;GO:0010564 regulation of cell cycle process,,Predicted intracellular proteins; Human disease related genes:Congenital malformations:Other congenital malformations; Disease related genes,Cytosol;Nucleoplasm (Approved),,,
ENSG00000042753.12,AP2S1,0.45059825,1.164348128,0.88667916,0.846610098,0.781494025,0.703603833,0.472583334,0.510575098,0.539593271,0.574906562,0.081282605,0.569224287,0.258708988,0.197130677,0.31413406,0.192416912,0.266500829,0.704809569,0.286426285,0.537108993,0.236279966,0.196456487,0.088686056,0.193715169,0.211083609,"Mutations in the AP2S1 gene have been associated with a rare genetic disorder called hereditary spastic paraplegia (HSP). HSP is a group of inherited neurological disorders characterized by progressive stiffness and weakness of the lower limbs. While there are currently no targeted drug discovery efforts specifically for AP2S1, there are several drugs on the market that have been successful in treating symptoms of HSP. Baclofen, a muscle relaxant, has been shown to improve spasticity in HSP patients. Additionally, anticonvulsants such as gabapentin and pregabalin have been used to treat neuropathic pain associated with HSP. While these drugs do not target the underlying genetic cause of HSP, they can provide relief for some of the symptoms associated with the disorder.",GO:0098884 postsynaptic neurotransmitter receptor internalization;GO:0099590 neurotransmitter receptor internalization;GO:0140239 postsynaptic endocytosis,,Predicted intracellular proteins; Potential drug targets; Transporters; Human disease related genes:Congenital disorders of metabolism:Congenital disorders of ion transport and metabolism; Disease related genes,,,,(M5910)HALLMARK PROTEIN SECRETION; (M5941)HALLMARK UV RESPONSE UP
ENSG00000102103.17,PQBP1,0.451132049,1.367889078,0.640067502,1.220316005,0.517244515,0.633417125,0.48614059,0.76117968,0.498385638,0.302500378,0.385960389,0.473736154,0.337998148,0.322152143,0.277772404,0.235133804,0.279788667,0.289610007,0.155566103,0.332524831,0.123693404,0.207772935,0.412511627,0.205038035,0.360770027,"Renpenning syndrome 1 is a rare X-linked intellectual disability disorder caused by mutations in the PQBP1 gene. The syndrome is characterized by microcephaly, short stature, and intellectual disability. There is currently no cure for Renpenning syndrome 1, and treatment is mainly supportive and focused on managing symptoms. However, research efforts are ongoing to identify potential drug targets for the disorder. One potential target is the WW domain of PQBP1, which has been shown to interact with other proteins involved in transcriptional regulation. Several small molecule inhibitors targeting WW domains are currently in development for various diseases, including cancer and neurodegenerative disorders. However, there are currently no drugs specifically targeting PQBP1 or Renpenning syndrome 1 on the market.","GO:0071360 cellular response to exogenous dsRNA;GO:0071359 cellular response to dsRNA;GO:0000380 alternative mRNA splicing, via spliceosome",,Predicted intracellular proteins; Human disease related genes:Congenital malformations:Other congenital malformations; Disease related genes,Nuclear speckles;Nucleoplasm;Primary cilium (Supported); Additional: Basal body;Cytosol;Microtubules,,,
ENSG00000112695.11,COX7A2,0.452007871,1.369365417,0.681504271,0.753322305,0.351711564,0.590838926,0.667875978,0.515483318,0.677676235,0.343315079,0.371904641,0.468930857,0.516988258,0.198458961,0.30070311,0.149083742,0.531626275,1.147452861,0.412820111,0.219616272,0.145498594,0.170209227,0.018459357,0.186305405,0.059038143,"Mutations in COX7A2 have been associated with mitochondrial complex IV deficiency, a rare genetic disorder that affects the function of the mitochondrial respiratory chain. This can lead to a wide range of symptoms, including muscle weakness, developmental delay, seizures, and lactic acidosis. There are currently no targeted drug discovery efforts specifically for COX7A2 mutations, but some drugs that target mitochondrial function may be beneficial for patients with mitochondrial complex IV deficiency. For example, idebenone, a synthetic analog of coenzyme Q10, has been shown to improve respiratory function and reduce symptoms in some patients with mitochondrial disorders. Another drug, elamipretide, is a mitochondrial-targeted peptide that has shown promise in preclinical studies for the treatment of mitochondrial diseases. However, more research is needed to determine the efficacy and safety of these drugs for patients with COX7A2 mutations.","GO:0006123 mitochondrial electron transport, cytochrome c to oxygen;GO:0019646 aerobic electron transport chain;GO:0042775 mitochondrial ATP synthesis coupled electron transport",,Predicted intracellular proteins; Transporters:Primary Active Transporters,,,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000013306.16,SLC25A39,0.455311378,0.828874216,0.74914423,0.523305762,0.483666922,0.447959818,0.857656046,0.617303925,0.624869856,0.450937229,0.827795024,0.271070175,0.411266109,0.134314807,0.268470362,0.180673056,0.462703215,0.574680446,0.42353058,0.375839254,0.15559187,0.09707535,0.53052396,0.254456613,0.375764248,"There is limited information available on the disease implications of SLC25A39. However, recent studies have suggested that mutations in this gene may be associated with iron overload disorders such as hemochromatosis. Targeted drug discovery efforts for SLC25A39 are currently underway, with a focus on identifying small molecule inhibitors that can modulate the activity of the protein. While there are currently no drugs on the market that specifically target SLC25A39, there are several drugs that target other members of the SLC25 family, such as the anti-cancer drug mitoxantrone, which targets the SLC25A3 transporter. Additionally, the drug valproic acid, which is used to treat epilepsy and bipolar disorder, has been shown to interact with several SLC25 transporters, including SLC25A1 and SLC25A6.",GO:0072753 cellular response to glutathione;GO:1901370 response to glutathione;GO:0160007 glutathione import into mitochondrion,,Predicted intracellular proteins; Transporters:Electrochemical Potential-driven transporters,,,,
ENSG00000125356.7,NDUFA1,0.458492318,1.179094,0.3442908,1.301424,0.3694643,0.6422811,0.5710996,0.6953646,0.8824856,0.4329684,0.4901366,0.5264631,0.4176906,0.3445558,0.310356,0.1478953,0.3887811,0.5700327,0.2452109,0.3720333,0.141494,0.141964,0.03929122,0.2299065,0.2195321,"Mutations in the NDUFA1 gene have been associated with mitochondrial complex I deficiency, a rare genetic disorder that affects the function of the respiratory chain and leads to a wide range of clinical symptoms, including developmental delay, muscle weakness, seizures, and lactic acidosis. Targeted drug discovery efforts have focused on developing small molecules that can restore complex I activity in patients with mitochondrial diseases. One example is idebenone, a synthetic analog of coenzyme Q10 that has been shown to improve respiratory function and reduce oxidative stress in patients with Leber's hereditary optic neuropathy, a mitochondrial disease caused by mutations in complex I subunits. Another example is elamipretide, a mitochondria-targeted peptide that can improve mitochondrial bioenergetics and reduce apoptosis in preclinical models of mitochondrial diseases. Elamipretide is currently in clinical trials for the treatment of primary mitochondrial myopathy and Barth syndrome.","GO:0006120 mitochondrial electron transport, NADH to ubiquinone;GO:0042776 proton motive force-driven mitochondrial ATP synthesis;GO:0015986 proton motive force-driven ATP synthesis",,Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases; Disease related genes,Cytosol;Mitochondria (Supported),NADH,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000131469.15,RPL27,0.4871423,1.369153,0.2160783,0.5255797,0.5706129,0.5867241,0.2336919,0.6041102,0.6927165,0.951744,0.5382604,0.4712162,0.62805,0.3366568,0.3781309,0.1270459,0.3419859,1.055682,0.4376716,0.224821,0.3223505,0.217857,0.5288986,0.3184942,0.0138836,"Diamond-Blackfan anemia (DBA) is a rare genetic disorder characterized by a failure of the bone marrow to produce red blood cells, leading to anemia. Mutations in RPL27 have been identified in a small number of DBA patients. While there are currently no targeted drugs available for DBA, treatment options include blood transfusions and corticosteroids to stimulate red blood cell production. However, these treatments can have significant side effects and are not always effective. Recent research has focused on identifying new therapeutic targets and developing novel treatments for DBA. One promising approach is the use of gene therapy to correct the underlying genetic defect. Another potential strategy is the use of small molecules to modulate the activity of ribosomal proteins, including RPL27. While there are currently no drugs on the market specifically targeting RPL27 or DBA, several drugs that target ribosomal proteins have been approved for the treatment of cancer, including the mTOR inhibitor everolimus and the protein synthesis inhibitor omacetaxine mepesuccinate.",GO:0002181 cytoplasmic translation;GO:0006364 rRNA processing;GO:0016072 rRNA metabolic process,,Human disease related genes:Cardiovascular diseases:Hematologic diseases; Predicted intracellular proteins; Cancer-related genes:Candidate cancer biomarkers; Human disease related genes:Other congenital disorders:Ribosomopathies; Ribosomal proteins; Disease related genes,Nucleoli (Enhanced); Additional: Nucleoplasm,,,
ENSG00000166595.12,CIAO2B,0.487642588,0.9870104,0.1287851,1.379621,0.6256695,0.6500336,0.8809856,0.8704191,0.8815133,0.7327099,0.3735945,0.3542043,0.462109,0.3342214,0.2403581,0.1275293,0.2603042,0.8235609,0.2800237,0.09049632,0.1980332,0.2572308,0.3281134,0.1735653,0.2633302,"There is limited information available on the disease implications of CIAO2B. However, studies have shown that mutations in other genes involved in iron-sulfur cluster assembly can lead to various diseases such as Friedreich's ataxia, multiple mitochondrial dysfunctions syndrome, and sideroblastic anemia. Therefore, it is possible that mutations in CIAO2B could also lead to similar diseases. 

As for targeted drug discovery efforts, there is currently no known drug that specifically targets CIAO2B. However, drugs that target iron-sulfur cluster assembly have been developed for diseases such as Friedreich's ataxia. These drugs aim to increase the levels of iron-sulfur clusters in cells, which can improve mitochondrial function and reduce oxidative stress. Examples of such drugs include idebenone and omaveloxolone.

In conclusion, while there is limited information available on the disease implications of CIAO2B, it is possible that mutations in this gene could lead to diseases related to iron-sulfur cluster assembly. Currently, there are no drugs specifically targeting CIAO2B, but drugs targeting iron-sulfur cluster assembly have been developed for other diseases and could potentially be used for related conditions.",GO:0007059 chromosome segregation;GO:0051604 protein maturation;GO:0022402 cell cycle process,,Predicted intracellular proteins,Cytosol;Nucleoplasm (Supported),,,
